GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
est72013sex1_age16,Population Estimate (as of July 1) - 2013 - Male; Total - 16
est72013sex2_age16,Population Estimate (as of July 1) - 2013 - Female; Total - 16
est72014sex0_age16,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 16
est72014sex1_age16,Population Estimate (as of July 1) - 2014 - Male; Total - 16
est72014sex2_age16,Population Estimate (as of July 1) - 2014 - Female; Total - 16
est72015sex0_age16,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 16
est72015sex1_age16,Population Estimate (as of July 1) - 2015 - Male; Total - 16
est72015sex2_age16,Population Estimate (as of July 1) - 2015 - Female; Total - 16
est72016sex0_age16,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 16
est72016sex1_age16,Population Estimate (as of July 1) - 2016 - Male; Total - 16
est72016sex2_age16,Population Estimate (as of July 1) - 2016 - Female; Total - 16
est72017sex0_age16,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 16
est72017sex1_age16,Population Estimate (as of July 1) - 2017 - Male; Total - 16
est72017sex2_age16,Population Estimate (as of July 1) - 2017 - Female; Total - 16
est72018sex0_age16,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 16
est72018sex1_age16,Population Estimate (as of July 1) - 2018 - Male; Total - 16
est72018sex2_age16,Population Estimate (as of July 1) - 2018 - Female; Total - 16
cen42010sex0_age17,"April 1, 2010 - Census - Both Sexes; Total - 17"
cen42010sex1_age17,"April 1, 2010 - Census - Male; Total - 17"
cen42010sex2_age17,"April 1, 2010 - Census - Female; Total - 17"
est42010sex0_age17,"April 1, 2010 - Estimates Base - Both Sexes; Total - 17"
est42010sex1_age17,"April 1, 2010 - Estimates Base - Male; Total - 17"
est42010sex2_age17,"April 1, 2010 - Estimates Base - Female; Total - 17"
est72010sex0_age17,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 17
est72010sex1_age17,Population Estimate (as of July 1) - 2010 - Male; Total - 17
est72010sex2_age17,Population Estimate (as of July 1) - 2010 - Female; Total - 17
est72011sex0_age17,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 17
est72011sex1_age17,Population Estimate (as of July 1) - 2011 - Male; Total - 17
est72011sex2_age17,Population Estimate (as of July 1) - 2011 - Female; Total - 17
est72012sex0_age17,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 17
est72012sex1_age17,Population Estimate (as of July 1) - 2012 - Male; Total - 17
est72012sex2_age17,Population Estimate (as of July 1) - 2012 - Female; Total - 17
est72013sex0_age17,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 17
est72013sex1_age17,Population Estimate (as of July 1) - 2013 - Male; Total - 17
est72013sex2_age17,Population Estimate (as of July 1) - 2013 - Female; Total - 17
est72014sex0_age17,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 17
est72014sex1_age17,Population Estimate (as of July 1) - 2014 - Male; Total - 17
est72014sex2_age17,Population Estimate (as of July 1) - 2014 - Female; Total - 17
est72015sex0_age17,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 17
est72015sex1_age17,Population Estimate (as of July 1) - 2015 - Male; Total - 17
est72015sex2_age17,Population Estimate (as of July 1) - 2015 - Female; Total - 17
est72016sex0_age17,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 17
est72016sex1_age17,Population Estimate (as of July 1) - 2016 - Male; Total - 17
est72016sex2_age17,Population Estimate (as of July 1) - 2016 - Female; Total - 17
est72017sex0_age17,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 17
est72017sex1_age17,Population Estimate (as of July 1) - 2017 - Male; Total - 17
est72017sex2_age17,Population Estimate (as of July 1) - 2017 - Female; Total - 17
est72018sex0_age17,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 17
est72018sex1_age17,Population Estimate (as of July 1) - 2018 - Male; Total - 17
est72018sex2_age17,Population Estimate (as of July 1) - 2018 - Female; Total - 17
cen42010sex0_age18,"April 1, 2010 - Census - Both Sexes; Total - 18"
cen42010sex1_age18,"April 1, 2010 - Census - Male; Total - 18"
cen42010sex2_age18,"April 1, 2010 - Census - Female; Total - 18"
est42010sex0_age18,"April 1, 2010 - Estimates Base - Both Sexes; Total - 18"
est42010sex1_age18,"April 1, 2010 - Estimates Base - Male; Total - 18"
est42010sex2_age18,"April 1, 2010 - Estimates Base - Female; Total - 18"
est72010sex0_age18,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 18
est72010sex1_age18,Population Estimate (as of July 1) - 2010 - Male; Total - 18
est72010sex2_age18,Population Estimate (as of July 1) - 2010 - Female; Total - 18
est72011sex0_age18,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 18
est72011sex1_age18,Population Estimate (as of July 1) - 2011 - Male; Total - 18
est72011sex2_age18,Population Estimate (as of July 1) - 2011 - Female; Total - 18
est72012sex0_age18,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 18
est72012sex1_age18,Population Estimate (as of July 1) - 2012 - Male; Total - 18
est72012sex2_age18,Population Estimate (as of July 1) - 2012 - Female; Total - 18
est72013sex0_age18,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 18
est72013sex1_age18,Population Estimate (as of July 1) - 2013 - Male; Total - 18
est72013sex2_age18,Population Estimate (as of July 1) - 2013 - Female; Total - 18
est72014sex0_age18,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 18
est72014sex1_age18,Population Estimate (as of July 1) - 2014 - Male; Total - 18
est72014sex2_age18,Population Estimate (as of July 1) - 2014 - Female; Total - 18
est72015sex0_age18,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 18
est72015sex1_age18,Population Estimate (as of July 1) - 2015 - Male; Total - 18
est72015sex2_age18,Population Estimate (as of July 1) - 2015 - Female; Total - 18
est72016sex0_age18,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 18
est72016sex1_age18,Population Estimate (as of July 1) - 2016 - Male; Total - 18
est72016sex2_age18,Population Estimate (as of July 1) - 2016 - Female; Total - 18
est72017sex0_age18,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 18
est72017sex1_age18,Population Estimate (as of July 1) - 2017 - Male; Total - 18
est72017sex2_age18,Population Estimate (as of July 1) - 2017 - Female; Total - 18
est72018sex0_age18,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 18
est72018sex1_age18,Population Estimate (as of July 1) - 2018 - Male; Total - 18
est72018sex2_age18,Population Estimate (as of July 1) - 2018 - Female; Total - 18
cen42010sex0_age19,"April 1, 2010 - Census - Both Sexes; Total - 19"
cen42010sex1_age19,"April 1, 2010 - Census - Male; Total - 19"
cen42010sex2_age19,"April 1, 2010 - Census - Female; Total - 19"
est42010sex0_age19,"April 1, 2010 - Estimates Base - Both Sexes; Total - 19"
est42010sex1_age19,"April 1, 2010 - Estimates Base - Male; Total - 19"
est42010sex2_age19,"April 1, 2010 - Estimates Base - Female; Total - 19"
est72010sex0_age19,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 19
est72010sex1_age19,Population Estimate (as of July 1) - 2010 - Male; Total - 19
est72010sex2_age19,Population Estimate (as of July 1) - 2010 - Female; Total - 19
est72011sex0_age19,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 19
est72011sex1_age19,Population Estimate (as of July 1) - 2011 - Male; Total - 19
est72011sex2_age19,Population Estimate (as of July 1) - 2011 - Female; Total - 19
est72012sex0_age19,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 19
est72012sex1_age19,Population Estimate (as of July 1) - 2012 - Male; Total - 19
est72012sex2_age19,Population Estimate (as of July 1) - 2012 - Female; Total - 19
est72013sex0_age19,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 19
est72013sex1_age19,Population Estimate (as of July 1) - 2013 - Male; Total - 19
est72013sex2_age19,Population Estimate (as of July 1) - 2013 - Female; Total - 19
est72014sex0_age19,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 19
est72014sex1_age19,Population Estimate (as of July 1) - 2014 - Male; Total - 19
est72014sex2_age19,Population Estimate (as of July 1) - 2014 - Female; Total - 19
est72015sex0_age19,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 19
est72015sex1_age19,Population Estimate (as of July 1) - 2015 - Male; Total - 19
est72015sex2_age19,Population Estimate (as of July 1) - 2015 - Female; Total - 19
est72016sex0_age19,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 19
est72016sex1_age19,Population Estimate (as of July 1) - 2016 - Male; Total - 19
est72016sex2_age19,Population Estimate (as of July 1) - 2016 - Female; Total - 19
est72017sex0_age19,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 19
est72017sex1_age19,Population Estimate (as of July 1) - 2017 - Male; Total - 19
est72017sex2_age19,Population Estimate (as of July 1) - 2017 - Female; Total - 19
est72018sex0_age19,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 19
est72018sex1_age19,Population Estimate (as of July 1) - 2018 - Male; Total - 19
est72018sex2_age19,Population Estimate (as of July 1) - 2018 - Female; Total - 19
cen42010sex0_age20,"April 1, 2010 - Census - Both Sexes; Total - 20"
cen42010sex1_age20,"April 1, 2010 - Census - Male; Total - 20"
cen42010sex2_age20,"April 1, 2010 - Census - Female; Total - 20"
est42010sex0_age20,"April 1, 2010 - Estimates Base - Both Sexes; Total - 20"
est42010sex1_age20,"April 1, 2010 - Estimates Base - Male; Total - 20"
est42010sex2_age20,"April 1, 2010 - Estimates Base - Female; Total - 20"
est72010sex0_age20,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 20
est72010sex1_age20,Population Estimate (as of July 1) - 2010 - Male; Total - 20
est72010sex2_age20,Population Estimate (as of July 1) - 2010 - Female; Total - 20
est72011sex0_age20,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 20
est72011sex1_age20,Population Estimate (as of July 1) - 2011 - Male; Total - 20
est72011sex2_age20,Population Estimate (as of July 1) - 2011 - Female; Total - 20
est72012sex0_age20,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 20
est72012sex1_age20,Population Estimate (as of July 1) - 2012 - Male; Total - 20
est72012sex2_age20,Population Estimate (as of July 1) - 2012 - Female; Total - 20
est72013sex0_age20,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 20
est72013sex1_age20,Population Estimate (as of July 1) - 2013 - Male; Total - 20
est72013sex2_age20,Population Estimate (as of July 1) - 2013 - Female; Total - 20
est72014sex0_age20,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 20
est72014sex1_age20,Population Estimate (as of July 1) - 2014 - Male; Total - 20
est72014sex2_age20,Population Estimate (as of July 1) - 2014 - Female; Total - 20
est72015sex0_age20,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 20
est72015sex1_age20,Population Estimate (as of July 1) - 2015 - Male; Total - 20
est72015sex2_age20,Population Estimate (as of July 1) - 2015 - Female; Total - 20
est72016sex0_age20,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 20
est72016sex1_age20,Population Estimate (as of July 1) - 2016 - Male; Total - 20
est72016sex2_age20,Population Estimate (as of July 1) - 2016 - Female; Total - 20
est72017sex0_age20,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 20
est72017sex1_age20,Population Estimate (as of July 1) - 2017 - Male; Total - 20
est72017sex2_age20,Population Estimate (as of July 1) - 2017 - Female; Total - 20
est72018sex0_age20,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 20
est72018sex1_age20,Population Estimate (as of July 1) - 2018 - Male; Total - 20
est72018sex2_age20,Population Estimate (as of July 1) - 2018 - Female; Total - 20
cen42010sex0_age21,"April 1, 2010 - Census - Both Sexes; Total - 21"
cen42010sex1_age21,"April 1, 2010 - Census - Male; Total - 21"
cen42010sex2_age21,"April 1, 2010 - Census - Female; Total - 21"
est42010sex0_age21,"April 1, 2010 - Estimates Base - Both Sexes; Total - 21"
est42010sex1_age21,"April 1, 2010 - Estimates Base - Male; Total - 21"
est42010sex2_age21,"April 1, 2010 - Estimates Base - Female; Total - 21"
est72010sex0_age21,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 21
est72010sex1_age21,Population Estimate (as of July 1) - 2010 - Male; Total - 21
est72010sex2_age21,Population Estimate (as of July 1) - 2010 - Female; Total - 21
est72011sex0_age21,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 21
est72011sex1_age21,Population Estimate (as of July 1) - 2011 - Male; Total - 21
est72011sex2_age21,Population Estimate (as of July 1) - 2011 - Female; Total - 21
est72012sex0_age21,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 21
est72012sex1_age21,Population Estimate (as of July 1) - 2012 - Male; Total - 21
est72012sex2_age21,Population Estimate (as of July 1) - 2012 - Female; Total - 21
est72013sex0_age21,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 21
est72013sex1_age21,Population Estimate (as of July 1) - 2013 - Male; Total - 21
est72013sex2_age21,Population Estimate (as of July 1) - 2013 - Female; Total - 21
est72014sex0_age21,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 21
est72014sex1_age21,Population Estimate (as of July 1) - 2014 - Male; Total - 21
est72014sex2_age21,Population Estimate (as of July 1) - 2014 - Female; Total - 21
est72015sex0_age21,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 21
est72015sex1_age21,Population Estimate (as of July 1) - 2015 - Male; Total - 21
est72015sex2_age21,Population Estimate (as of July 1) - 2015 - Female; Total - 21
est72016sex0_age21,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 21
est72016sex1_age21,Population Estimate (as of July 1) - 2016 - Male; Total - 21
est72016sex2_age21,Population Estimate (as of July 1) - 2016 - Female; Total - 21
est72017sex0_age21,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 21
est72017sex1_age21,Population Estimate (as of July 1) - 2017 - Male; Total - 21
est72017sex2_age21,Population Estimate (as of July 1) - 2017 - Female; Total - 21
est72018sex0_age21,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 21
est72018sex1_age21,Population Estimate (as of July 1) - 2018 - Male; Total - 21
est72018sex2_age21,Population Estimate (as of July 1) - 2018 - Female; Total - 21
cen42010sex0_age22,"April 1, 2010 - Census - Both Sexes; Total - 22"
cen42010sex1_age22,"April 1, 2010 - Census - Male; Total - 22"
cen42010sex2_age22,"April 1, 2010 - Census - Female; Total - 22"
est42010sex0_age22,"April 1, 2010 - Estimates Base - Both Sexes; Total - 22"
est42010sex1_age22,"April 1, 2010 - Estimates Base - Male; Total - 22"
est42010sex2_age22,"April 1, 2010 - Estimates Base - Female; Total - 22"
est72010sex0_age22,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 22
est72010sex1_age22,Population Estimate (as of July 1) - 2010 - Male; Total - 22
est72010sex2_age22,Population Estimate (as of July 1) - 2010 - Female; Total - 22
est72011sex0_age22,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 22
est72011sex1_age22,Population Estimate (as of July 1) - 2011 - Male; Total - 22
est72011sex2_age22,Population Estimate (as of July 1) - 2011 - Female; Total - 22
est72012sex0_age22,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 22
est72012sex1_age22,Population Estimate (as of July 1) - 2012 - Male; Total - 22
est72012sex2_age22,Population Estimate (as of July 1) - 2012 - Female; Total - 22
est72013sex0_age22,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 22
est72013sex1_age22,Population Estimate (as of July 1) - 2013 - Male; Total - 22
est72013sex2_age22,Population Estimate (as of July 1) - 2013 - Female; Total - 22
est72014sex0_age22,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 22
est72014sex1_age22,Population Estimate (as of July 1) - 2014 - Male; Total - 22
est72014sex2_age22,Population Estimate (as of July 1) - 2014 - Female; Total - 22
est72015sex0_age22,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 22
est72015sex1_age22,Population Estimate (as of July 1) - 2015 - Male; Total - 22
est72015sex2_age22,Population Estimate (as of July 1) - 2015 - Female; Total - 22
est72016sex0_age22,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 22
est72016sex1_age22,Population Estimate (as of July 1) - 2016 - Male; Total - 22
est72016sex2_age22,Population Estimate (as of July 1) - 2016 - Female; Total - 22
est72017sex0_age22,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 22
est72017sex1_age22,Population Estimate (as of July 1) - 2017 - Male; Total - 22
est72017sex2_age22,Population Estimate (as of July 1) - 2017 - Female; Total - 22
est72018sex0_age22,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 22
est72018sex1_age22,Population Estimate (as of July 1) - 2018 - Male; Total - 22
est72018sex2_age22,Population Estimate (as of July 1) - 2018 - Female; Total - 22
cen42010sex0_age23,"April 1, 2010 - Census - Both Sexes; Total - 23"
cen42010sex1_age23,"April 1, 2010 - Census - Male; Total - 23"
cen42010sex2_age23,"April 1, 2010 - Census - Female; Total - 23"
est42010sex0_age23,"April 1, 2010 - Estimates Base - Both Sexes; Total - 23"
est42010sex1_age23,"April 1, 2010 - Estimates Base - Male; Total - 23"
est42010sex2_age23,"April 1, 2010 - Estimates Base - Female; Total - 23"
est72010sex0_age23,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 23
est72010sex1_age23,Population Estimate (as of July 1) - 2010 - Male; Total - 23
est72010sex2_age23,Population Estimate (as of July 1) - 2010 - Female; Total - 23
est72011sex0_age23,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 23
est72011sex1_age23,Population Estimate (as of July 1) - 2011 - Male; Total - 23
est72011sex2_age23,Population Estimate (as of July 1) - 2011 - Female; Total - 23
est72012sex0_age23,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 23
est72012sex1_age23,Population Estimate (as of July 1) - 2012 - Male; Total - 23
est72012sex2_age23,Population Estimate (as of July 1) - 2012 - Female; Total - 23
est72013sex0_age23,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 23
est72013sex1_age23,Population Estimate (as of July 1) - 2013 - Male; Total - 23
est72013sex2_age23,Population Estimate (as of July 1) - 2013 - Female; Total - 23
est72014sex0_age23,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 23
est72014sex1_age23,Population Estimate (as of July 1) - 2014 - Male; Total - 23
est72014sex2_age23,Population Estimate (as of July 1) - 2014 - Female; Total - 23
est72015sex0_age23,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 23
est72015sex1_age23,Population Estimate (as of July 1) - 2015 - Male; Total - 23
est72015sex2_age23,Population Estimate (as of July 1) - 2015 - Female; Total - 23
est72016sex0_age23,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 23
est72016sex1_age23,Population Estimate (as of July 1) - 2016 - Male; Total - 23
est72016sex2_age23,Population Estimate (as of July 1) - 2016 - Female; Total - 23
est72017sex0_age23,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 23
est72017sex1_age23,Population Estimate (as of July 1) - 2017 - Male; Total - 23
est72017sex2_age23,Population Estimate (as of July 1) - 2017 - Female; Total - 23
est72018sex0_age23,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 23
est72018sex1_age23,Population Estimate (as of July 1) - 2018 - Male; Total - 23
est72018sex2_age23,Population Estimate (as of July 1) - 2018 - Female; Total - 23
cen42010sex0_age24,"April 1, 2010 - Census - Both Sexes; Total - 24"
cen42010sex1_age24,"April 1, 2010 - Census - Male; Total - 24"
cen42010sex2_age24,"April 1, 2010 - Census - Female; Total - 24"
est42010sex0_age24,"April 1, 2010 - Estimates Base - Both Sexes; Total - 24"
est42010sex1_age24,"April 1, 2010 - Estimates Base - Male; Total - 24"
est42010sex2_age24,"April 1, 2010 - Estimates Base - Female; Total - 24"
est72010sex0_age24,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 24
est72010sex1_age24,Population Estimate (as of July 1) - 2010 - Male; Total - 24
est72010sex2_age24,Population Estimate (as of July 1) - 2010 - Female; Total - 24
est72011sex0_age24,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 24
est72011sex1_age24,Population Estimate (as of July 1) - 2011 - Male; Total - 24
est72011sex2_age24,Population Estimate (as of July 1) - 2011 - Female; Total - 24
est72012sex0_age24,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 24
est72012sex1_age24,Population Estimate (as of July 1) - 2012 - Male; Total - 24
est72012sex2_age24,Population Estimate (as of July 1) - 2012 - Female; Total - 24
est72013sex0_age24,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 24
est72013sex1_age24,Population Estimate (as of July 1) - 2013 - Male; Total - 24
est72013sex2_age24,Population Estimate (as of July 1) - 2013 - Female; Total - 24
est72014sex0_age24,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 24
est72014sex1_age24,Population Estimate (as of July 1) - 2014 - Male; Total - 24
est72014sex2_age24,Population Estimate (as of July 1) - 2014 - Female; Total - 24
est72015sex0_age24,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 24
est72015sex1_age24,Population Estimate (as of July 1) - 2015 - Male; Total - 24
est72015sex2_age24,Population Estimate (as of July 1) - 2015 - Female; Total - 24
est72016sex0_age24,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 24
est72016sex1_age24,Population Estimate (as of July 1) - 2016 - Male; Total - 24
est72016sex2_age24,Population Estimate (as of July 1) - 2016 - Female; Total - 24
est72017sex0_age24,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 24
est72017sex1_age24,Population Estimate (as of July 1) - 2017 - Male; Total - 24
est72017sex2_age24,Population Estimate (as of July 1) - 2017 - Female; Total - 24
est72018sex0_age24,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 24
est72018sex1_age24,Population Estimate (as of July 1) - 2018 - Male; Total - 24
est72018sex2_age24,Population Estimate (as of July 1) - 2018 - Female; Total - 24
cen42010sex0_age25,"April 1, 2010 - Census - Both Sexes; Total - 25"
cen42010sex1_age25,"April 1, 2010 - Census - Male; Total - 25"
cen42010sex2_age25,"April 1, 2010 - Census - Female; Total - 25"
est42010sex0_age25,"April 1, 2010 - Estimates Base - Both Sexes; Total - 25"
est42010sex1_age25,"April 1, 2010 - Estimates Base - Male; Total - 25"
est42010sex2_age25,"April 1, 2010 - Estimates Base - Female; Total - 25"
est72010sex0_age25,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 25
est72010sex1_age25,Population Estimate (as of July 1) - 2010 - Male; Total - 25
est72010sex2_age25,Population Estimate (as of July 1) - 2010 - Female; Total - 25
est72011sex0_age25,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 25
est72011sex1_age25,Population Estimate (as of July 1) - 2011 - Male; Total - 25
est72011sex2_age25,Population Estimate (as of July 1) - 2011 - Female; Total - 25
est72012sex0_age25,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 25
est72012sex1_age25,Population Estimate (as of July 1) - 2012 - Male; Total - 25
est72012sex2_age25,Population Estimate (as of July 1) - 2012 - Female; Total - 25
est72013sex0_age25,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 25
est72013sex1_age25,Population Estimate (as of July 1) - 2013 - Male; Total - 25
est72013sex2_age25,Population Estimate (as of July 1) - 2013 - Female; Total - 25
est72014sex0_age25,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 25
est72014sex1_age25,Population Estimate (as of July 1) - 2014 - Male; Total - 25
est72014sex2_age25,Population Estimate (as of July 1) - 2014 - Female; Total - 25
est72015sex0_age25,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 25
est72015sex1_age25,Population Estimate (as of July 1) - 2015 - Male; Total - 25
est72015sex2_age25,Population Estimate (as of July 1) - 2015 - Female; Total - 25
est72016sex0_age25,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 25
est72016sex1_age25,Population Estimate (as of July 1) - 2016 - Male; Total - 25
est72016sex2_age25,Population Estimate (as of July 1) - 2016 - Female; Total - 25
est72017sex0_age25,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 25
est72017sex1_age25,Population Estimate (as of July 1) - 2017 - Male; Total - 25
est72017sex2_age25,Population Estimate (as of July 1) - 2017 - Female; Total - 25
est72018sex0_age25,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 25
est72018sex1_age25,Population Estimate (as of July 1) - 2018 - Male; Total - 25
est72018sex2_age25,Population Estimate (as of July 1) - 2018 - Female; Total - 25
cen42010sex0_age26,"April 1, 2010 - Census - Both Sexes; Total - 26"
cen42010sex1_age26,"April 1, 2010 - Census - Male; Total - 26"
cen42010sex2_age26,"April 1, 2010 - Census - Female; Total - 26"
est42010sex0_age26,"April 1, 2010 - Estimates Base - Both Sexes; Total - 26"
est42010sex1_age26,"April 1, 2010 - Estimates Base - Male; Total - 26"
est42010sex2_age26,"April 1, 2010 - Estimates Base - Female; Total - 26"
est72010sex0_age26,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 26
est72010sex1_age26,Population Estimate (as of July 1) - 2010 - Male; Total - 26
est72010sex2_age26,Population Estimate (as of July 1) - 2010 - Female; Total - 26
est72011sex0_age26,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 26
est72011sex1_age26,Population Estimate (as of July 1) - 2011 - Male; Total - 26
est72011sex2_age26,Population Estimate (as of July 1) - 2011 - Female; Total - 26
est72012sex0_age26,Population Estimate (as of July 1) - 2012 - Both Sexes; Total - 26
est72012sex1_age26,Population Estimate (as of July 1) - 2012 - Male; Total - 26
est72012sex2_age26,Population Estimate (as of July 1) - 2012 - Female; Total - 26
est72013sex0_age26,Population Estimate (as of July 1) - 2013 - Both Sexes; Total - 26
est72013sex1_age26,Population Estimate (as of July 1) - 2013 - Male; Total - 26
est72013sex2_age26,Population Estimate (as of July 1) - 2013 - Female; Total - 26
est72014sex0_age26,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 26
est72014sex1_age26,Population Estimate (as of July 1) - 2014 - Male; Total - 26
est72014sex2_age26,Population Estimate (as of July 1) - 2014 - Female; Total - 26
est72015sex0_age26,Population Estimate (as of July 1) - 2015 - Both Sexes; Total - 26
est72015sex1_age26,Population Estimate (as of July 1) - 2015 - Male; Total - 26
est72015sex2_age26,Population Estimate (as of July 1) - 2015 - Female; Total - 26
est72016sex0_age26,Population Estimate (as of July 1) - 2016 - Both Sexes; Total - 26
est72016sex1_age26,Population Estimate (as of July 1) - 2016 - Male; Total - 26
est72016sex2_age26,Population Estimate (as of July 1) - 2016 - Female; Total - 26
est72017sex0_age26,Population Estimate (as of July 1) - 2017 - Both Sexes; Total - 26
est72017sex1_age26,Population Estimate (as of July 1) - 2017 - Male; Total - 26
est72017sex2_age26,Population Estimate (as of July 1) - 2017 - Female; Total - 26
est72018sex0_age26,Population Estimate (as of July 1) - 2018 - Both Sexes; Total - 26
est72018sex1_age26,Population Estimate (as of July 1) - 2018 - Male; Total - 26
est72018sex2_age26,Population Estimate (as of July 1) - 2018 - Female; Total - 26
cen42010sex0_age27,"April 1, 2010 - Census - Both Sexes; Total - 27"
cen42010sex1_age27,"April 1, 2010 - Census - Male; Total - 27"
cen42010sex2_age27,"April 1, 2010 - Census - Female; Total - 27"
est42010sex0_age27,"April 1, 2010 - Estimates Base - Both Sexes; Total - 27"
est42010sex1_age27,"April 1, 2010 - Estimates Base - Male; Total - 27"
est42010sex2_age27,"April 1, 2010 - Estimates Base - Female; Total - 27"
est72010sex0_age27,Population Estimate (as of July 1) - 2010 - Both Sexes; Total - 27
est72010sex1_age27,Population Estimate (as of July 1) - 2010 - Male; Total - 27
est72010sex2_age27,Population Estimate (as of July 1) - 2010 - Female; Total - 27
est72011sex0_age27,Population Estimate (as of July 1) - 2011 - Both Sexes; Total - 27
est72011sex1_age27,Population Estimate (as of July 1) - 2011 - Male; Total - 27
est72011sex2_age27,Population Estimate (as of July 1) - 2011 - Female; Total - 27
